fpr,tpr
0.0,0.0
0.00010105092966855295,0.0
0.0003031527890056589,0.0
0.0003031527890056589,0.0036496350364963502
0.0016168148746968471,0.0036496350364963502
0.0016168148746968471,0.0072992700729927005
0.001818916734033953,0.0072992700729927005
0.001818916734033953,0.010948905109489052
0.002021018593371059,0.010948905109489052
0.002021018593371059,0.01824817518248175
0.002122069523039612,0.01824817518248175
0.002122069523039612,0.025547445255474453
0.002627324171382377,0.025547445255474453
0.002627324171382377,0.0364963503649635
0.0029304769603880356,0.0364963503649635
0.0029304769603880356,0.04744525547445255
0.0045472918350848825,0.04744525547445255
0.0045472918350848825,0.051094890510948905
0.004951495553759094,0.051094890510948905
0.004951495553759094,0.05474452554744526
0.0050525464834276475,0.05474452554744526
0.0050525464834276475,0.06204379562043796
0.005759902991107518,0.06204379562043796
0.005759902991107518,0.06569343065693431
0.00717461600646726,0.06569343065693431
0.00717461600646726,0.06934306569343066
0.007679870654810024,0.06934306569343066
0.007679870654810024,0.072992700729927
0.00889248181083266,0.072992700729927
0.00889248181083266,0.07664233576642336
0.008993532740501213,0.07664233576642336
0.009094583670169765,0.08029197080291971
0.009498787388843978,0.08029197080291971
0.009498787388843978,0.08759124087591241
0.00959983831851253,0.08759124087591241
0.00959983831851253,0.09124087591240876
0.011721907841552142,0.09124087591240876
0.011721907841552142,0.0948905109489051
0.012025060630557801,0.0948905109489051
0.012025060630557801,0.09854014598540146
0.012227162489894907,0.09854014598540146
0.012530315278900566,0.09854014598540146
0.012530315278900566,0.10218978102189781
0.013237671786580437,0.10218978102189781
0.013237671786580437,0.10583941605839416
0.014147130153597413,0.10583941605839416
0.014147130153597413,0.10948905109489052
0.01434923201293452,0.10948905109489052
0.01434923201293452,0.11313868613138686
0.01475343573160873,0.11313868613138686
0.01475343573160873,0.12408759124087591
0.015359741309620048,0.12408759124087591
0.015359741309620048,0.12773722627737227
0.01566289409862571,0.12773722627737227
0.01566289409862571,0.13138686131386862
0.01667340339531124,0.13138686131386862
0.01667340339531124,0.1386861313868613
0.016976556184316895,0.1386861313868613
0.017178658043654,0.1386861313868613
0.01778496362166532,0.1386861313868613
0.01778496362166532,0.14233576642335766
0.017987065481002425,0.14233576642335766
0.017987065481002425,0.145985401459854
0.01818916734033953,0.145985401459854
0.018391269199676638,0.145985401459854
0.018391269199676638,0.15328467153284672
0.018896523848019403,0.15328467153284672
0.018896523848019403,0.16058394160583941
0.01919967663702506,0.16058394160583941
0.01919967663702506,0.1678832116788321
0.019401778496362168,0.1678832116788321
0.01950282942603072,0.17518248175182483
0.019603880355699273,0.17518248175182483
0.019603880355699273,0.17883211678832117
0.020008084074373485,0.17883211678832117
0.020008084074373485,0.18613138686131386
0.02051333872271625,0.18613138686131386
0.02051333872271625,0.1897810218978102
0.02091754244139046,0.1897810218978102
0.021119644300727568,0.1897810218978102
0.021624898949070333,0.1897810218978102
0.021624898949070333,0.19343065693430658
0.021725949878738885,0.19343065693430658
0.021827000808407437,0.19708029197080293
0.022433306386418755,0.19708029197080293
0.02263540824575586,0.19708029197080293
0.023342764753435732,0.19708029197080293
